#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,31,22,6,3,70:23,47,72
2,Bayer Leverkusen,B04,31,17,11,3,60:27,33,62
3,Hertha BSC,BSC,31,15,8,8,49:31,18,53
4,Borussia Dortmund,BVB,31,14,9,8,43:31,12,51
5,1. FC Kaiserslautern,FCK,31,15,6,10,45:42,3,51
6,VfL Wolfsburg,WOB,31,13,10,8,50:43,7,49
7,Hamburger SV,HSV,31,12,10,9,41:37,4,46
8,MSV Duisburg,MSV,31,12,9,10,42:41,1,45
9,TSV 1860 München,M60,31,11,8,12,43:45,-2,41
10,FC Schalke 04,S04,31,9,11,11,34:45,-11,38
11,SC Freiburg,SCF,31,9,9,13,33:38,-5,36
12,FC Hansa Rostock,ROS,31,8,10,13,45:53,-8,34
13,VfB Stuttgart,VFB,31,7,12,12,36:44,-8,33
14,1. FC Nürnberg,FCN,31,6,15,10,36:47,-11,33
15,Werder Bremen,SVW,31,8,8,15,34:44,-10,32
16,VfL Bochum,BOC,31,7,8,16,36:56,-20,29
17,Eintracht Frankfurt,SGE,31,6,10,15,34:51,-17,28
18,Bor. Mönchengladbach,BMG,31,4,8,19,38:71,-33,20
