#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,2,2,0,0,10:0,10,6
2,Bayer Leverkusen,B04,2,2,0,0,8:3,5,6
3,Borussia Dortmund,BVB,2,1,1,0,3:2,1,4
4,Eintracht Frankfurt,SGE,2,1,1,0,2:1,1,4
5,RB Leipzig,RBL,1,1,0,0,5:1,4,3
6,Bayern München,FCB,1,1,0,0,3:1,2,3
7,VfL Wolfsburg,WOB,1,1,0,0,2:0,2,3
8,1899 Hoffenheim,TSG,2,1,0,1,4:3,1,3
9,SC Freiburg,SCF,1,1,0,0,1:0,1,3
10,1. FC Union Berlin,FCU,2,1,0,1,4:4,0,3
10,Werder Bremen,SVW,2,1,0,1,4:4,0,3
12,FC Augsburg,FCA,2,0,2,0,6:6,0,2
13,1. FSV Mainz 05,M05,1,0,1,0,1:1,0,1
13,VfL Bochum,BOC,1,0,1,0,1:1,0,1
15,1. FC Heidenheim 1846,HDH,1,0,0,1,2:3,-1,0
16,1. FC Köln,KOE,1,0,0,1,1:2,-1,0
17,SV Darmstadt 98,D98,1,0,0,1,1:4,-3,0
18,Bor. Mönchengladbach,BMG,2,0,0,2,1:5,-4,0
