#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,3,3,0,0,13:1,12,9
2,Bayer Leverkusen,B04,3,3,0,0,12:4,8,9
3,Bayern München,FCB,3,2,1,0,12:3,9,7
4,Borussia Dortmund,BVB,3,2,1,0,4:2,2,7
5,RB Leipzig,RBL,2,2,0,0,8:1,7,6
6,VfL Wolfsburg,WOB,2,2,0,0,4:1,3,6
7,Werder Bremen,SVW,3,2,0,1,6:5,1,6
8,FC Augsburg,FCA,3,1,2,0,8:7,1,5
9,Eintracht Frankfurt,SGE,3,1,2,0,2:1,1,5
10,1. FC Heidenheim 1846,HDH,2,1,0,1,6:5,1,3
11,1899 Hoffenheim,TSG,2,1,0,1,4:3,1,3
12,SC Freiburg,SCF,2,1,0,1,3:4,-1,3
13,1. FC Union Berlin,FCU,3,1,0,2,4:6,-2,3
14,VfL Bochum,BOC,2,0,2,0,2:2,0,2
15,1. FSV Mainz 05,M05,2,0,1,1,2:4,-2,1
16,SV Darmstadt 98,D98,2,0,1,1,4:7,-3,1
17,1. FC Köln,KOE,2,0,0,2,2:5,-3,0
18,Bor. Mönchengladbach,BMG,3,0,0,3,1:6,-5,0
