#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,4,3,1,0,10:0,10,10
2,Hannover 96,H96,4,3,1,0,5:1,4,10
3,Bayern München,FCB,4,3,0,1,9:3,6,9
4,FC Schalke 04,S04,4,3,0,1,7:3,4,9
5,1899 Hoffenheim,TSG,4,2,2,0,6:3,3,8
6,RB Leipzig,RBL,4,2,1,1,8:5,3,7
7,FC Augsburg,FCA,4,2,1,1,7:4,3,7
8,Hamburger SV,HSV,4,2,0,2,4:5,-1,6
9,VfB Stuttgart,VFB,4,2,0,2,3:5,-2,6
10,Bor. Mönchengladbach,BMG,4,1,2,1,5:5,0,5
11,Hertha BSC,BSC,4,1,2,1,4:4,0,5
12,Bayer Leverkusen,B04,4,1,1,2,8:8,0,4
13,Eintracht Frankfurt,SGE,4,1,1,2,2:3,-1,4
14,VfL Wolfsburg,WOB,4,1,1,2,2:5,-3,4
15,1. FSV Mainz 05,M05,4,1,0,3,3:7,-4,3
16,SC Freiburg,SCF,4,0,2,2,1:8,-7,2
17,Werder Bremen,SVW,4,0,1,3,2:6,-4,1
18,1. FC Köln,KOE,4,0,0,4,1:12,-11,0
