#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,21,14,4,3,36:14,22,46
2,Bayer Leverkusen,B04,21,13,3,5,46:27,19,42
3,1. FC Kaiserslautern,FCK,21,13,3,5,43:27,16,42
4,FC Schalke 04,S04,21,11,5,5,31:22,9,38
5,Bayern München,FCB,21,11,4,6,38:18,20,37
6,Werder Bremen,SVW,21,11,3,7,34:26,8,36
7,Hertha BSC,BSC,21,9,6,6,31:27,4,33
8,TSV 1860 München,M60,21,10,3,8,33:33,0,33
9,VfB Stuttgart,VFB,21,8,7,6,27:22,5,31
10,VfL Wolfsburg,WOB,21,7,6,8,34:30,4,27
11,Hamburger SV,HSV,21,6,6,9,29:35,-6,24
12,SC Freiburg,SCF,21,5,8,8,25:31,-6,23
13,FC Hansa Rostock,ROS,21,6,4,11,18:29,-11,22
14,Bor. Mönchengladbach,BMG,21,4,8,9,23:30,-7,20
15,Energie Cottbus,FCE,21,5,5,11,18:36,-18,20
16,1. FC Nürnberg,FCN,21,5,4,12,19:37,-18,19
17,FC St. Pauli,STP,21,3,6,12,23:39,-16,15
18,1. FC Köln,KOE,21,3,5,13,11:36,-25,14
