#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,10,1,1,30:4,26,31
2,Bayer Leverkusen,B04,12,9,3,0,31:13,18,30
3,Borussia Dortmund,BVB,12,8,1,3,18:8,10,25
4,1. FC Kaiserslautern,FCK,12,8,1,3,25:16,9,25
5,FC Schalke 04,S04,12,6,3,3,15:13,2,21
6,Hertha BSC,BSC,12,6,2,4,20:17,3,20
7,Werder Bremen,SVW,12,6,2,4,17:14,3,20
8,VfB Stuttgart,VFB,12,5,3,4,14:14,0,18
9,SC Freiburg,SCF,12,4,4,4,18:17,1,16
10,TSV 1860 München,M60,12,4,2,6,15:23,-8,14
11,Bor. Mönchengladbach,BMG,12,3,4,5,15:18,-3,13
12,VfL Wolfsburg,WOB,12,3,3,6,18:17,1,12
13,Hamburger SV,HSV,12,3,3,6,14:18,-4,12
14,FC Hansa Rostock,ROS,12,3,3,6,11:17,-6,12
15,Energie Cottbus,FCE,12,3,2,7,13:25,-12,11
16,1. FC Köln,KOE,12,2,2,8,8:23,-15,8
17,FC St. Pauli,STP,12,1,4,7,11:20,-9,7
18,1. FC Nürnberg,FCN,12,2,1,9,8:24,-16,7
