#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,27,17,5,5,63:31,32,56
2,Borussia Dortmund,BVB,27,16,7,4,47:23,24,55
3,Bayern München,FCB,27,15,6,6,51:20,31,51
4,FC Schalke 04,S04,27,15,6,6,43:27,16,51
5,Hertha BSC,BSC,27,14,7,6,51:29,22,49
6,1. FC Kaiserslautern,FCK,27,15,4,8,50:38,12,49
7,Werder Bremen,SVW,27,13,4,10,39:31,8,43
8,TSV 1860 München,M60,27,12,3,12,41:43,-2,39
9,VfB Stuttgart,VFB,27,9,8,10,31:32,-1,35
10,VfL Wolfsburg,WOB,27,9,7,11,46:41,5,34
11,Hamburger SV,HSV,27,9,7,11,39:45,-6,34
12,Bor. Mönchengladbach,BMG,27,7,9,11,29:40,-11,30
13,FC Hansa Rostock,ROS,27,8,5,14,27:40,-13,29
14,Energie Cottbus,FCE,27,8,5,14,28:46,-18,29
15,1. FC Nürnberg,FCN,27,7,4,16,25:48,-23,25
16,SC Freiburg,SCF,27,5,9,13,28:48,-20,24
17,FC St. Pauli,STP,27,4,9,14,28:51,-23,21
18,1. FC Köln,KOE,27,4,7,16,17:50,-33,19
