#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,25,15,5,5,59:31,28,50
2,Borussia Dortmund,BVB,25,14,7,4,39:21,18,49
3,1. FC Kaiserslautern,FCK,25,15,3,7,49:36,13,48
4,Bayern München,FCB,25,14,5,6,49:19,30,47
5,FC Schalke 04,S04,25,13,6,6,39:25,14,45
6,Hertha BSC,BSC,25,12,7,6,42:29,13,43
7,Werder Bremen,SVW,25,12,4,9,35:28,7,40
8,TSV 1860 München,M60,25,12,3,10,39:39,0,39
9,VfB Stuttgart,VFB,25,9,8,8,30:28,2,35
10,Hamburger SV,HSV,25,9,6,10,38:38,0,33
11,VfL Wolfsburg,WOB,25,8,6,11,40:39,1,30
12,Bor. Mönchengladbach,BMG,25,6,9,10,27:37,-10,27
13,FC Hansa Rostock,ROS,25,7,5,13,23:35,-12,26
14,Energie Cottbus,FCE,25,7,5,13,24:44,-20,26
15,1. FC Nürnberg,FCN,25,7,4,14,25:43,-18,25
16,SC Freiburg,SCF,25,5,9,11,27:42,-15,24
17,FC St. Pauli,STP,25,3,9,13,27:47,-20,18
18,1. FC Köln,KOE,25,3,7,15,12:43,-31,16
