#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,24,15,4,5,57:29,28,49
2,Borussia Dortmund,BVB,24,14,6,4,38:20,18,48
3,FC Schalke 04,S04,24,13,6,5,39:23,16,45
4,1. FC Kaiserslautern,FCK,24,14,3,7,46:34,12,45
5,Bayern München,FCB,24,13,5,6,47:19,28,44
6,Hertha BSC,BSC,24,12,6,6,41:28,13,42
7,Werder Bremen,SVW,24,12,4,8,35:27,8,40
8,TSV 1860 München,M60,24,11,3,10,37:39,-2,36
9,VfB Stuttgart,VFB,24,9,8,7,30:26,4,35
10,VfL Wolfsburg,WOB,24,8,6,10,38:36,2,30
11,Hamburger SV,HSV,24,8,6,10,35:37,-2,30
12,FC Hansa Rostock,ROS,24,7,5,12,23:33,-10,26
13,1. FC Nürnberg,FCN,24,7,4,13,24:40,-16,25
14,Bor. Mönchengladbach,BMG,24,5,9,10,26:37,-11,24
15,SC Freiburg,SCF,24,5,8,11,25:40,-15,23
16,Energie Cottbus,FCE,24,6,5,13,22:44,-22,23
17,FC St. Pauli,STP,24,3,8,13,26:46,-20,17
18,1. FC Köln,KOE,24,3,6,15,11:42,-31,15
