#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,31,20,6,5,74:34,40,66
2,Borussia Dortmund,BVB,31,18,7,6,54:28,26,61
3,Bayern München,FCB,31,17,8,6,58:23,35,59
4,Hertha BSC,BSC,31,17,7,7,58:33,25,58
5,FC Schalke 04,S04,31,17,7,7,49:31,18,58
6,1. FC Kaiserslautern,FCK,31,16,5,10,54:46,8,53
7,Werder Bremen,SVW,31,15,5,11,48:38,10,50
8,VfB Stuttgart,VFB,31,12,9,10,38:35,3,45
9,TSV 1860 München,M60,31,14,3,14,51:53,-2,45
10,VfL Wolfsburg,WOB,31,11,7,13,51:47,4,40
11,Hamburger SV,HSV,31,9,10,12,41:49,-8,37
12,Bor. Mönchengladbach,BMG,31,9,10,12,36:46,-10,37
13,Energie Cottbus,FCE,31,9,7,15,33:52,-19,34
14,FC Hansa Rostock,ROS,31,9,6,16,32:46,-14,33
15,1. FC Nürnberg,FCN,31,8,4,19,29:53,-24,28
16,SC Freiburg,SCF,31,5,9,17,30:58,-28,24
17,1. FC Köln,KOE,31,5,8,18,20:57,-37,23
18,FC St. Pauli,STP,31,4,10,17,33:60,-27,22
