#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,2,2,0,0,7:2,5,6
2,Bayer Leverkusen,B04,2,2,0,0,5:1,4,6
3,Borussia Dortmund,BVB,2,2,0,0,4:0,4,6
4,1. FC Köln,KOE,2,1,1,0,2:0,2,4
5,Bayern München,FCB,2,1,0,1,3:1,2,3
6,SC Freiburg,SCF,2,1,0,1,3:2,1,3
7,Hamburger SV,HSV,2,1,0,1,2:1,1,3
8,Bor. Mönchengladbach,BMG,2,1,0,1,3:3,0,3
8,Energie Cottbus,FCE,2,1,0,1,3:3,0,3
10,1. FC Nürnberg,FCN,2,1,0,1,2:2,0,3
11,FC Schalke 04,S04,2,1,0,1,3:4,-1,3
12,Werder Bremen,SVW,2,1,0,1,3:5,-2,3
13,FC St. Pauli,STP,2,0,2,0,1:1,0,2
14,VfL Wolfsburg,WOB,2,0,1,1,2:3,-1,1
15,Hertha BSC,BSC,2,0,1,1,0:2,-2,1
15,VfB Stuttgart,VFB,2,0,1,1,0:2,-2,1
17,FC Hansa Rostock,ROS,2,0,0,2,1:6,-5,0
18,TSV 1860 München,M60,2,0,0,2,0:6,-6,0
