#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,5,3,0,14:2,12,18
2,1. FC Köln,KOE,9,4,1,4,13:15,-2,13
3,VfB Stuttgart,VFB,9,3,3,3,16:16,0,12
4,VfL Wolfsburg,WOB,8,3,2,3,15:11,4,11
5,Bayer Leverkusen,B04,8,3,2,3,10:10,0,11
6,Bor. Mönchengladbach,BMG,8,2,3,3,7:6,1,9
7,FC Schalke 04,S04,8,3,0,5,12:12,0,9
8,1899 Hoffenheim,TSG,8,2,3,3,10:10,0,9
9,Eintracht Frankfurt,SGE,8,2,3,3,13:14,-1,9
10,Hannover 96,H96,9,2,3,4,11:16,-5,9
11,FC Augsburg,FCA,9,3,0,6,5:10,-5,9
12,1. FSV Mainz 05,M05,9,1,5,3,10:15,-5,8
13,SC Freiburg,SCF,9,1,4,4,9:15,-6,7
14,SC Paderborn 07,SCP,8,1,3,4,6:15,-9,6
15,Hamburger SV,HSV,9,1,3,5,2:11,-9,6
16,Hertha BSC,BSC,8,1,2,5,13:20,-7,5
17,Werder Bremen,SVW,9,1,2,6,13:29,-16,5
18,Borussia Dortmund,BVB,9,1,1,7,9:17,-8,4
