#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,4,2,2,0,5:1,4,8
2,VfL Wolfsburg,WOB,5,2,1,2,8:5,3,7
3,1. FC Köln,KOE,5,2,1,2,5:4,1,7
4,Bayern München,FCB,4,1,3,0,3:1,2,6
5,1899 Hoffenheim,TSG,5,1,3,1,5:5,0,6
6,1. FSV Mainz 05,M05,5,1,3,1,8:9,-1,6
7,VfB Stuttgart,VFB,5,1,2,2,10:12,-2,5
8,Eintracht Frankfurt,SGE,5,1,2,2,7:9,-2,5
9,Bayer Leverkusen,B04,5,1,2,2,6:8,-2,5
10,SC Freiburg,SCF,6,1,2,3,6:10,-4,5
11,Werder Bremen,SVW,6,1,2,3,10:18,-8,5
12,SC Paderborn 07,SCP,4,1,1,2,5:7,-2,4
13,Hamburger SV,HSV,5,1,1,3,1:6,-5,4
14,Hannover 96,H96,5,1,1,3,1:7,-6,4
15,FC Schalke 04,S04,5,1,0,4,6:9,-3,3
16,Borussia Dortmund,BVB,5,1,0,4,6:10,-4,3
17,FC Augsburg,FCA,6,1,0,5,2:7,-5,3
18,Hertha BSC,BSC,5,0,1,4,5:12,-7,1
