#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,6,3,1,17:6,11,21
2,1. FC Köln,KOE,11,5,1,5,15:16,-1,16
3,VfL Wolfsburg,WOB,10,4,3,3,21:16,5,15
4,Bayer Leverkusen,B04,10,4,2,4,12:12,0,14
5,VfB Stuttgart,VFB,11,3,4,4,17:18,-1,13
6,Bor. Mönchengladbach,BMG,10,3,3,4,8:7,1,12
7,FC Augsburg,FCA,11,4,0,7,8:13,-5,12
8,FC Schalke 04,S04,10,3,1,6,13:14,-1,10
9,Eintracht Frankfurt,SGE,10,2,4,4,16:20,-4,10
10,SC Freiburg,SCF,11,2,4,5,11:16,-5,10
11,SC Paderborn 07,SCP,11,2,4,5,8:21,-13,10
12,1899 Hoffenheim,TSG,10,2,3,5,11:16,-5,9
13,1. FSV Mainz 05,M05,11,1,6,4,13:20,-7,9
14,Hannover 96,H96,11,2,3,6,12:19,-7,9
15,Hamburger SV,HSV,11,2,3,6,5:19,-14,9
16,Borussia Dortmund,BVB,11,2,2,7,12:17,-5,8
17,Hertha BSC,BSC,10,2,2,6,15:22,-7,8
18,Werder Bremen,SVW,10,2,2,6,15:30,-15,8
