#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,3,3,0,8:1,7,12
2,VfL Wolfsburg,WOB,7,3,1,3,13:9,4,10
3,1. FC Köln,KOE,7,3,1,3,10:12,-2,10
4,FC Augsburg,FCA,8,3,0,5,5:8,-3,9
5,Bor. Mönchengladbach,BMG,6,2,2,2,5:3,2,8
6,Eintracht Frankfurt,SGE,6,2,2,2,10:10,0,8
7,VfB Stuttgart,VFB,7,2,2,3,14:15,-1,8
8,Bayer Leverkusen,B04,7,2,2,3,9:10,-1,8
9,SC Freiburg,SCF,8,1,4,3,9:13,-4,7
10,1. FSV Mainz 05,M05,8,1,4,3,10:15,-5,7
11,Hannover 96,H96,7,2,1,4,6:11,-5,7
12,FC Schalke 04,S04,7,2,0,5,10:11,-1,6
13,1899 Hoffenheim,TSG,7,1,3,3,5:10,-5,6
14,Werder Bremen,SVW,8,1,2,5,12:25,-13,5
15,Borussia Dortmund,BVB,7,1,1,5,8:14,-6,4
16,Hertha BSC,BSC,7,1,1,5,9:16,-7,4
17,SC Paderborn 07,SCP,6,1,1,4,5:14,-9,4
18,Hamburger SV,HSV,7,1,1,5,2:11,-9,4
