#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,7,0,0,18:2,16,21
2,Werder Bremen,SVW,7,6,1,0,27:10,17,19
3,Hertha BSC,BSC,7,5,1,1,17:7,10,16
4,FC Schalke 04,S04,7,4,3,0,11:4,7,15
5,Bor. Mönchengladbach,BMG,7,4,3,0,11:5,6,15
6,Hamburger SV,HSV,7,4,2,1,10:3,7,14
7,Borussia Dortmund,BVB,7,4,2,1,10:5,5,14
8,VfL Wolfsburg,WOB,7,2,5,0,8:6,2,11
9,Hannover 96,H96,7,2,4,1,14:10,4,10
10,Arminia Bielefeld,DSC,7,3,1,3,10:7,3,10
11,Eintracht Frankfurt,SGE,7,3,1,3,12:10,2,10
12,MSV Duisburg,MSV,7,2,3,2,6:7,-1,9
13,Bayer Leverkusen,B04,7,2,3,2,9:11,-2,9
14,1. FSV Mainz 05,M05,7,2,2,3,12:12,0,8
15,VfB Stuttgart,VFB,7,1,4,2,11:12,-1,7
16,1. FC Köln,KOE,7,2,1,4,9:13,-4,7
17,1. FC Nürnberg,FCN,7,1,2,4,8:11,-3,5
18,1. FC Kaiserslautern,FCK,7,1,2,4,12:21,-9,5
