#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,14,1,1,39:11,28,43
2,Werder Bremen,SVW,16,11,3,2,44:18,26,36
3,FC Schalke 04,S04,16,9,6,1,29:14,15,33
4,Hamburger SV,HSV,16,10,2,4,25:14,11,32
5,Bor. Mönchengladbach,BMG,16,8,6,2,25:16,9,30
6,1. FC Nürnberg,FCN,16,8,3,5,29:19,10,27
7,Borussia Dortmund,BVB,16,8,3,5,22:17,5,27
8,Bayer Leverkusen,B04,16,7,5,4,28:21,7,26
9,Hertha BSC,BSC,16,7,5,4,26:20,6,26
10,Arminia Bielefeld,DSC,16,8,2,6,18:13,5,26
11,1. FSV Mainz 05,M05,16,5,7,4,30:23,7,22
12,VfL Wolfsburg,WOB,16,4,9,3,15:15,0,21
13,Eintracht Frankfurt,SGE,16,5,5,6,24:20,4,20
14,Hannover 96,H96,16,4,8,4,25:22,3,20
15,VfB Stuttgart,VFB,16,4,7,5,16:18,-2,19
16,1. FC Kaiserslautern,FCK,16,5,4,7,25:32,-7,19
17,MSV Duisburg,MSV,16,3,8,5,17:23,-6,17
18,1. FC Köln,KOE,16,4,4,8,20:27,-7,16
