#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,6,2,2,13:6,7,20
2,VfB Stuttgart,VFB,10,5,2,3,11:10,1,17
3,FC Schalke 04,S04,10,4,3,3,15:12,3,15
4,Bayer Leverkusen,B04,8,3,4,1,8:7,1,13
5,1. FC Kaiserslautern,FCK,10,4,1,5,11:19,-8,13
6,Werder Bremen,SVW,8,3,3,2,17:11,6,12
7,Borussia Dortmund,BVB,8,3,3,2,8:4,4,12
8,Hertha BSC,BSC,10,3,3,4,10:21,-11,12
9,Hamburger SV,HSV,9,2,5,2,14:14,0,11
10,TSV 1860 München,M60,8,2,3,3,9:12,-3,9
11,VfL Wolfsburg,WOB,9,1,6,2,10:15,-5,9
12,SC Freiburg,SCF,8,1,3,4,8:15,-7,6
13,SSV Ulm 1846,ULM,9,1,2,6,7:20,-13,5
14,MSV Duisburg,MSV,10,1,2,7,9:25,-16,5
15,Eintracht Frankfurt,SGE,10,1,1,8,6:18,-12,4
16,Arminia Bielefeld,DSC,8,1,1,6,5:19,-14,4
17,SpVgg Unterhaching,UNT,9,0,2,7,7:17,-10,2
18,FC Hansa Rostock,ROS,8,0,2,6,7:23,-16,2
