#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hamburger SV,HSV,4,2,1,1,7:6,1,7
2,Bayern München,FCB,4,2,1,1,5:5,0,7
3,Borussia Dortmund,BVB,3,2,0,1,4:1,3,6
4,VfB Stuttgart,VFB,4,2,0,2,2:5,-3,6
5,Werder Bremen,SVW,4,1,2,1,9:5,4,5
6,Bayer Leverkusen,B04,4,1,2,1,3:4,-1,5
7,FC Schalke 04,S04,3,1,1,1,4:4,0,4
8,Arminia Bielefeld,DSC,4,1,1,2,3:8,-5,4
9,Eintracht Frankfurt,SGE,3,1,0,2,3:5,-2,3
10,SC Freiburg,SCF,3,0,2,1,3:4,-1,2
10,VfL Wolfsburg,WOB,3,0,2,1,3:4,-1,2
12,Hertha BSC,BSC,3,0,2,1,3:7,-4,2
13,SSV Ulm 1846,ULM,3,0,1,2,4:8,-4,1
14,TSV 1860 München,M60,3,0,1,2,1:5,-4,1
15,MSV Duisburg,MSV,4,0,1,3,5:10,-5,1
16,SpVgg Unterhaching,UNT,4,0,0,4,2:9,-7,0
17,1. FC Kaiserslautern,FCK,3,0,0,3,3:12,-9,0
18,FC Hansa Rostock,ROS,4,0,0,4,2:15,-13,0
