#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,8,4,3,19:11,8,28
2,Bayer Leverkusen,B04,14,6,6,2,25:16,9,24
3,VfB Stuttgart,VFB,15,7,3,5,17:17,0,24
4,1. FC Kaiserslautern,FCK,15,7,2,6,20:26,-6,23
5,Hamburger SV,HSV,15,5,6,4,25:24,1,21
6,VfL Wolfsburg,WOB,15,3,9,3,22:26,-4,18
7,FC Schalke 04,S04,15,4,4,7,19:24,-5,16
8,Hertha BSC,BSC,15,4,4,7,14:30,-16,16
9,Borussia Dortmund,BVB,15,3,6,6,15:16,-1,15
10,TSV 1860 München,M60,15,3,6,6,16:25,-9,15
11,Werder Bremen,SVW,15,3,5,7,23:23,0,14
12,SC Freiburg,SCF,15,2,5,8,15:29,-14,11
13,Eintracht Frankfurt,SGE,16,3,2,11,12:26,-14,11
14,SSV Ulm 1846,ULM,15,2,4,9,11:31,-20,10
15,SpVgg Unterhaching,UNT,15,2,3,10,18:28,-10,9
16,Arminia Bielefeld,DSC,15,2,2,11,12:34,-22,8
17,MSV Duisburg,MSV,15,2,2,11,16:39,-23,8
18,FC Hansa Rostock,ROS,15,0,7,8,16:34,-18,7
