#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,8,2,0,25:4,21,26
2,Borussia Dortmund,BVB,10,6,2,2,23:12,11,20
3,Bayer Leverkusen,B04,10,6,0,4,12:9,3,18
4,Hertha BSC,BSC,10,4,3,3,16:13,3,15
5,FC Schalke 04,S04,10,4,3,3,17:16,1,15
6,1. FSV Mainz 05,M05,10,4,1,5,15:23,-8,13
7,FC Augsburg,FCA,11,3,3,5,12:16,-4,12
8,VfL Wolfsburg,WOB,10,3,2,5,12:15,-3,11
9,1899 Hoffenheim,TSG,10,3,2,5,17:21,-4,11
10,Eintracht Frankfurt,SGE,10,3,2,5,10:20,-10,11
11,VfB Stuttgart,VFB,10,3,1,6,17:23,-6,10
12,Hamburger SV,HSV,10,2,3,5,20:24,-4,9
13,1. FC Nürnberg,FCN,10,1,6,3,15:20,-5,9
14,Bor. Mönchengladbach,BMG,9,2,2,5,11:15,-4,8
15,Werder Bremen,SVW,10,2,2,6,13:22,-9,8
16,SC Freiburg,SCF,10,2,2,6,9:18,-9,8
17,Eintracht Braunschweig,BNS,10,1,2,7,5:21,-16,5
18,Hannover 96,H96,10,1,0,9,9:23,-14,3
