#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,3,2,0,9:3,6,11
2,Borussia Dortmund,BVB,5,3,1,1,10:5,5,10
3,FC Schalke 04,S04,6,3,1,2,10:11,-1,10
4,Bayer Leverkusen,B04,5,3,0,2,7:5,2,9
5,Hamburger SV,HSV,6,2,2,2,15:12,3,8
6,Eintracht Frankfurt,SGE,6,2,2,2,9:12,-3,8
7,1899 Hoffenheim,TSG,5,2,1,2,14:12,2,7
8,VfB Stuttgart,VFB,6,2,1,3,12:14,-2,7
9,Werder Bremen,SVW,6,2,1,3,5:9,-4,7
10,VfL Wolfsburg,WOB,6,2,0,4,5:10,-5,6
11,1. FC Nürnberg,FCN,6,0,5,1,8:10,-2,5
12,SC Freiburg,SCF,6,1,2,3,8:13,-5,5
13,Bor. Mönchengladbach,BMG,6,1,1,4,8:12,-4,4
14,Hertha BSC,BSC,5,0,3,2,6:9,-3,3
15,FC Augsburg,FCA,5,1,0,4,4:9,-5,3
16,1. FSV Mainz 05,M05,5,1,0,4,6:14,-8,3
17,Eintracht Braunschweig,BNS,5,1,0,4,4:12,-8,3
18,Hannover 96,H96,5,0,0,5,2:11,-9,0
