#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,12,2,0,40:6,34,38
2,Borussia Dortmund,BVB,13,8,2,3,27:15,12,26
3,Bayer Leverkusen,B04,14,7,1,6,18:16,2,22
4,FC Schalke 04,S04,14,6,4,4,22:23,-1,22
5,1. FSV Mainz 05,M05,14,6,2,6,21:28,-7,20
6,Hertha BSC,BSC,13,5,4,4,19:18,1,19
7,FC Augsburg,FCA,14,5,4,5,19:20,-1,19
8,VfL Wolfsburg,WOB,14,5,3,6,20:24,-4,18
9,1899 Hoffenheim,TSG,13,4,3,6,22:29,-7,15
10,Eintracht Frankfurt,SGE,13,4,3,6,16:27,-11,15
11,Bor. Mönchengladbach,BMG,13,3,4,6,15:19,-4,13
12,SC Freiburg,SCF,14,3,4,7,14:24,-10,13
13,1. FC Nürnberg,FCN,13,2,6,5,17:25,-8,12
14,Werder Bremen,SVW,13,3,3,7,16:25,-9,12
15,VfB Stuttgart,VFB,14,3,2,9,20:32,-12,11
16,Hamburger SV,HSV,13,2,3,8,22:30,-8,9
17,Hannover 96,H96,14,2,1,11,14:29,-15,7
18,Eintracht Braunschweig,BNS,13,1,3,9,9:28,-19,6
