#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,2,2,0,7:2,5,8
2,Eintracht Frankfurt,SGE,5,2,2,1,8:8,0,8
3,Borussia Dortmund,BVB,4,2,1,1,7:4,3,7
4,Werder Bremen,SVW,5,2,1,2,5:6,-1,7
5,VfB Stuttgart,VFB,4,2,0,2,8:5,3,6
6,Bayer Leverkusen,B04,3,2,0,1,5:3,2,6
7,Hamburger SV,HSV,5,1,2,2,12:12,0,5
8,1899 Hoffenheim,TSG,4,1,1,2,10:11,-1,4
9,FC Schalke 04,S04,4,1,1,2,5:9,-4,4
10,1. FC Nürnberg,FCN,4,0,3,1,6:8,-2,3
11,Hertha BSC,BSC,4,0,3,1,4:6,-2,3
12,1. FSV Mainz 05,M05,3,1,0,2,4:8,-4,3
13,FC Augsburg,FCA,4,1,0,3,3:7,-4,3
14,Eintracht Braunschweig,BNS,4,1,0,3,4:10,-6,3
15,Bor. Mönchengladbach,BMG,4,0,1,3,6:11,-5,1
16,SC Freiburg,SCF,4,0,1,3,5:13,-8,1
17,VfL Wolfsburg,WOB,4,0,0,4,1:8,-7,0
18,Hannover 96,H96,3,0,0,3,0:7,-7,0
