#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,4,1,0,20:7,13,13
2,Hertha BSC,BSC,4,4,0,0,10:2,8,12
3,Hamburger SV,HSV,5,3,2,0,8:3,5,11
4,Borussia Dortmund,BVB,4,3,0,1,7:2,5,9
5,TSV 1860 München,M60,4,3,0,1,8:4,4,9
6,MSV Duisburg,MSV,5,2,3,0,7:4,3,9
7,Bayer Leverkusen,B04,5,2,2,1,10:7,3,8
8,FC Hansa Rostock,ROS,5,2,2,1,10:8,2,8
9,VfB Stuttgart,VFB,4,2,1,1,6:2,4,7
10,1. FC Kaiserslautern,FCK,4,2,1,1,9:8,1,7
11,VfL Bochum,BOC,5,2,1,2,6:5,1,7
12,VfL Wolfsburg,WOB,5,1,2,2,5:6,-1,5
13,Bor. Mönchengladbach,BMG,4,1,1,2,6:6,0,4
14,Eintracht Frankfurt,SGE,4,1,1,2,8:9,-1,4
15,SC Freiburg,SCF,5,0,4,1,5:7,-2,4
16,FC Schalke 04,S04,4,1,1,2,4:6,-2,4
17,1. FC Nürnberg,FCN,5,0,4,1,5:9,-4,4
18,Werder Bremen,SVW,4,0,1,3,6:9,-3,1
