#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,11,1,0,35:8,27,34
2,Borussia Dortmund,BVB,12,10,1,1,25:5,20,31
3,Hertha BSC,BSC,11,9,1,1,21:5,16,28
4,1. FC Kaiserslautern,FCK,12,8,3,1,24:14,10,27
5,Bayer Leverkusen,B04,12,6,5,1,22:9,13,23
6,VfL Wolfsburg,WOB,12,6,4,2,27:13,14,22
7,MSV Duisburg,MSV,11,6,4,1,18:10,8,22
8,VfB Stuttgart,VFB,11,6,3,2,21:11,10,21
9,TSV 1860 München,M60,11,6,3,2,19:10,9,21
10,Hamburger SV,HSV,12,5,4,3,15:12,3,19
11,SC Freiburg,SCF,12,3,6,3,13:11,2,15
12,FC Schalke 04,S04,11,3,5,3,13:13,0,14
13,FC Hansa Rostock,ROS,12,3,5,4,18:19,-1,14
14,VfL Bochum,BOC,11,4,2,5,14:15,-1,14
15,Eintracht Frankfurt,SGE,11,3,4,4,14:15,-1,13
16,1. FC Nürnberg,FCN,11,1,9,1,16:17,-1,12
17,Werder Bremen,SVW,12,2,5,5,17:18,-1,11
18,Bor. Mönchengladbach,BMG,11,3,1,7,13:22,-9,10
