#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,26,19,4,3,78:35,43,61
2,RB Leipzig,RBL,26,17,6,3,48:21,27,57
3,VfL Wolfsburg,WOB,26,14,9,3,45:22,23,51
4,Eintracht Frankfurt,SGE,26,12,11,3,53:36,17,47
5,Borussia Dortmund,BVB,26,13,4,9,54:37,17,43
6,Bayer Leverkusen,B04,26,11,7,8,43:31,12,40
7,1. FC Union Berlin,FCU,26,9,11,6,40:32,8,38
8,SC Freiburg,SCF,26,10,7,9,39:39,0,37
9,VfB Stuttgart,VFB,26,9,9,8,47:41,6,36
10,Bor. Mönchengladbach,BMG,26,9,9,8,44:40,4,36
11,1899 Hoffenheim,TSG,26,8,6,12,40:45,-5,30
12,Werder Bremen,SVW,26,7,9,10,31:38,-7,30
13,FC Augsburg,FCA,26,8,5,13,27:40,-13,29
14,Hertha BSC,BSC,26,6,6,14,31:45,-14,24
15,1. FSV Mainz 05,M05,26,6,6,14,26:45,-19,24
16,1. FC Köln,KOE,26,5,8,13,25:46,-21,23
17,Arminia Bielefeld,DSC,26,6,4,16,20:45,-25,22
18,FC Schalke 04,S04,26,1,7,18,16:69,-53,10
