#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,22,15,4,3,62:31,31,49
2,RB Leipzig,RBL,22,14,5,3,40:18,22,47
3,VfL Wolfsburg,WOB,22,11,9,2,35:19,16,42
4,Eintracht Frankfurt,SGE,22,11,9,2,45:30,15,42
5,Bayer Leverkusen,B04,22,10,7,5,40:24,16,37
6,Borussia Dortmund,BVB,22,11,3,8,45:31,14,36
7,1. FC Union Berlin,FCU,22,8,9,5,35:25,10,33
8,Bor. Mönchengladbach,BMG,22,8,9,5,38:33,5,33
9,SC Freiburg,SCF,22,8,7,7,35:34,1,31
10,VfB Stuttgart,VFB,22,7,8,7,39:35,4,29
11,1899 Hoffenheim,TSG,22,7,5,10,36:39,-3,26
12,Werder Bremen,SVW,22,6,8,8,26:31,-5,26
13,FC Augsburg,FCA,22,6,5,11,22:35,-13,23
14,1. FC Köln,KOE,22,5,6,11,20:36,-16,21
15,Hertha BSC,BSC,22,4,6,12,26:40,-14,18
16,Arminia Bielefeld,DSC,22,5,3,14,18:40,-22,18
17,1. FSV Mainz 05,M05,22,4,5,13,23:43,-20,17
18,FC Schalke 04,S04,22,1,6,15,15:56,-41,9
