#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,6,1,1,28:12,16,19
2,Borussia Dortmund,BVB,8,6,0,2,20:7,13,18
3,Bayer Leverkusen,B04,8,5,3,0,16:9,7,18
4,RB Leipzig,RBL,8,5,2,1,16:5,11,17
5,1. FC Union Berlin,FCU,8,4,3,1,18:8,10,15
6,VfL Wolfsburg,WOB,8,3,5,0,9:5,4,14
7,Bor. Mönchengladbach,BMG,8,3,3,2,13:13,0,12
8,VfB Stuttgart,VFB,8,2,5,1,16:12,4,11
9,Werder Bremen,SVW,8,2,5,1,10:10,0,11
10,FC Augsburg,FCA,8,3,2,3,10:11,-1,11
11,Eintracht Frankfurt,SGE,8,2,5,1,11:13,-2,11
12,1899 Hoffenheim,TSG,8,2,2,4,14:15,-1,8
13,Hertha BSC,BSC,8,2,1,5,15:18,-3,7
14,SC Freiburg,SCF,8,1,3,4,9:19,-10,6
15,1. FSV Mainz 05,M05,8,1,1,6,10:21,-11,4
16,Arminia Bielefeld,DSC,8,1,1,6,5:17,-12,4
17,1. FC Köln,KOE,8,0,3,5,8:14,-6,3
18,FC Schalke 04,S04,8,0,3,5,5:24,-19,3
