#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,1,2,32:4,28,28
2,Borussia Dortmund,BVB,12,7,2,3,26:9,17,23
3,Werder Bremen,SVW,12,7,2,3,23:16,7,23
4,Bor. Mönchengladbach,BMG,12,7,2,3,15:9,6,23
5,FC Schalke 04,S04,12,7,1,4,24:18,6,22
6,Hannover 96,H96,12,5,4,3,16:17,-1,19
7,VfB Stuttgart,VFB,12,5,3,4,18:12,6,18
8,Bayer Leverkusen,B04,12,5,3,4,15:16,-1,18
9,1899 Hoffenheim,TSG,12,5,2,5,15:13,2,17
10,Hertha BSC,BSC,12,4,4,4,16:17,-1,16
11,1. FC Köln,KOE,12,5,1,6,20:26,-6,16
12,1. FC Kaiserslautern,FCK,12,3,4,5,10:15,-5,13
13,VfL Wolfsburg,WOB,12,4,1,7,15:25,-10,13
14,1. FSV Mainz 05,M05,12,3,3,6,16:23,-7,12
15,1. FC Nürnberg,FCN,12,3,3,6,13:20,-7,12
16,Hamburger SV,HSV,12,2,4,6,15:25,-10,10
17,SC Freiburg,SCF,12,3,1,8,16:27,-11,10
18,FC Augsburg,FCA,12,1,5,6,9:22,-13,8
