#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,3,2,1,0,6:2,4,7
2,Hannover 96,H96,3,2,1,0,5:3,2,7
3,Bayern München,FCB,3,2,0,1,6:1,5,6
4,FC Schalke 04,S04,3,2,0,1,9:6,3,6
5,Werder Bremen,SVW,3,2,0,1,7:4,3,6
6,Borussia Dortmund,BVB,3,2,0,1,5:2,3,6
7,1899 Hoffenheim,TSG,3,2,0,1,4:2,2,6
8,1. FSV Mainz 05,M05,3,2,0,1,6:5,1,6
9,Bayer Leverkusen,B04,3,2,0,1,2:2,0,6
10,VfB Stuttgart,VFB,3,1,1,1,4:2,2,4
11,VfL Wolfsburg,WOB,3,1,0,2,4:5,-1,3
12,1. FC Nürnberg,FCN,3,1,0,2,2:4,-2,3
13,Hertha BSC,BSC,3,0,2,1,3:4,-1,2
14,FC Augsburg,FCA,3,0,2,1,3:5,-2,2
15,1. FC Kaiserslautern,FCK,3,0,2,1,2:4,-2,2
16,SC Freiburg,SCF,3,0,1,2,6:9,-3,1
17,Hamburger SV,HSV,3,0,1,2,3:10,-7,1
18,1. FC Köln,KOE,3,0,1,2,2:9,-7,1
