#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,29,20,6,3,66:22,44,66
2,Bayern München,FCB,29,20,3,6,69:19,50,63
3,FC Schalke 04,S04,29,18,3,8,64:35,29,57
4,Bor. Mönchengladbach,BMG,29,15,7,7,41:20,21,52
5,VfB Stuttgart,VFB,29,12,7,10,52:39,13,43
6,Bayer Leverkusen,B04,29,11,8,10,40:39,1,41
7,Werder Bremen,SVW,29,11,8,10,42:44,-2,41
8,Hannover 96,H96,29,10,11,8,37:42,-5,41
9,VfL Wolfsburg,WOB,29,12,4,13,41:52,-11,40
10,1899 Hoffenheim,TSG,29,9,10,10,34:40,-6,37
11,1. FSV Mainz 05,M05,29,8,9,12,43:48,-5,33
12,1. FC Nürnberg,FCN,29,9,5,15,27:41,-14,32
13,SC Freiburg,SCF,29,8,8,13,39:55,-16,32
14,Hamburger SV,HSV,29,7,10,12,33:51,-18,31
15,FC Augsburg,FCA,29,6,12,11,31:44,-13,30
16,1. FC Köln,KOE,29,8,5,16,36:59,-23,29
17,Hertha BSC,BSC,29,6,9,14,30:52,-22,27
18,1. FC Kaiserslautern,FCK,29,3,11,15,18:41,-23,20
