#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,10,1,4,38:9,29,31
2,Borussia Dortmund,BVB,15,9,3,3,30:10,20,30
3,Bor. Mönchengladbach,BMG,15,9,3,3,24:10,14,30
4,FC Schalke 04,S04,15,9,1,5,31:21,10,28
5,Werder Bremen,SVW,15,8,2,5,26:25,1,26
6,Bayer Leverkusen,B04,15,7,4,4,22:19,3,25
7,VfB Stuttgart,VFB,15,6,4,5,22:17,5,22
8,Hannover 96,H96,15,5,6,4,19:23,-4,21
9,Hertha BSC,BSC,15,4,7,4,22:23,-1,19
10,1899 Hoffenheim,TSG,15,5,3,7,16:18,-2,18
11,1. FC Köln,KOE,15,5,3,7,23:32,-9,18
12,1. FSV Mainz 05,M05,15,4,5,6,22:28,-6,17
13,Hamburger SV,HSV,15,4,5,6,20:26,-6,17
14,VfL Wolfsburg,WOB,15,5,2,8,21:30,-9,17
15,1. FC Nürnberg,FCN,15,4,3,8,14:26,-12,15
16,1. FC Kaiserslautern,FCK,15,3,5,7,11:19,-8,14
17,SC Freiburg,SCF,15,3,4,8,20:31,-11,13
18,FC Augsburg,FCA,15,2,5,8,13:27,-14,11
