#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,21,14,4,3,46:14,32,46
2,Bayern München,FCB,21,14,2,5,49:14,35,44
3,Bor. Mönchengladbach,BMG,21,13,4,4,34:12,22,43
4,FC Schalke 04,S04,21,13,2,6,46:28,18,41
5,Werder Bremen,SVW,21,9,6,6,34:35,-1,33
6,Bayer Leverkusen,B04,21,8,7,6,28:28,0,31
7,Hannover 96,H96,21,7,10,4,23:25,-2,31
8,VfL Wolfsburg,WOB,21,8,3,10,27:38,-11,27
9,VfB Stuttgart,VFB,21,7,5,9,31:28,3,26
10,Hamburger SV,HSV,21,6,8,7,26:34,-8,26
11,1899 Hoffenheim,TSG,21,6,7,8,23:25,-2,25
12,1. FC Köln,KOE,21,7,3,11,29:41,-12,24
13,1. FSV Mainz 05,M05,21,5,8,8,29:35,-6,23
14,1. FC Nürnberg,FCN,21,6,4,11,19:31,-12,22
15,Hertha BSC,BSC,21,4,8,9,25:36,-11,20
16,1. FC Kaiserslautern,FCK,21,3,9,9,15:26,-11,18
17,FC Augsburg,FCA,21,3,9,9,19:33,-14,18
18,SC Freiburg,SCF,21,4,5,12,27:47,-20,17
