#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,4,0,0,14:1,13,12
2,1. FC Köln,KOE,4,3,1,0,8:1,7,10
3,Borussia Dortmund,BVB,4,3,0,1,13:3,10,9
4,Eintracht Frankfurt,SGE,4,3,0,1,5:2,3,9
5,Hertha BSC,BSC,4,3,0,1,6:4,2,9
6,RB Leipzig,RBL,4,2,2,0,8:3,5,8
7,1. FSV Mainz 05,M05,4,2,1,1,10:8,2,7
8,Bor. Mönchengladbach,BMG,4,2,1,1,8:6,2,7
9,SC Freiburg,SCF,4,2,0,2,5:6,-1,6
10,VfL Wolfsburg,WOB,4,1,2,1,3:5,-2,5
11,1899 Hoffenheim,TSG,4,0,4,0,7:7,0,4
12,Bayer Leverkusen,B04,4,1,1,2,5:5,0,4
13,FC Augsburg,FCA,4,1,1,2,3:6,-3,4
14,SV Darmstadt 98,D98,4,1,1,2,2:9,-7,4
15,FC Ingolstadt 04,FCI,4,0,1,3,2:8,-6,1
16,Hamburger SV,HSV,4,0,1,3,2:9,-7,1
17,FC Schalke 04,S04,4,0,0,4,1:8,-7,0
18,Werder Bremen,SVW,4,0,0,4,3:14,-11,0
