#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,5,0,0,15:1,14,15
2,Borussia Dortmund,BVB,5,4,0,1,16:4,12,12
3,1. FC Köln,KOE,5,3,2,0,9:2,7,11
4,Bor. Mönchengladbach,BMG,5,3,1,1,10:6,4,10
5,Eintracht Frankfurt,SGE,5,3,1,1,8:5,3,10
6,Hertha BSC,BSC,5,3,1,1,9:7,2,10
7,RB Leipzig,RBL,5,2,3,0,9:4,5,9
8,1. FSV Mainz 05,M05,5,2,1,2,12:11,1,7
9,1899 Hoffenheim,TSG,5,1,4,0,9:8,1,7
10,Bayer Leverkusen,B04,5,2,1,2,8:7,1,7
11,FC Augsburg,FCA,5,2,1,2,4:6,-2,7
12,SC Freiburg,SCF,5,2,0,3,6:9,-3,6
13,VfL Wolfsburg,WOB,5,1,2,2,4:7,-3,5
14,SV Darmstadt 98,D98,5,1,1,3,2:10,-8,4
15,Werder Bremen,SVW,5,1,0,4,5:15,-10,3
16,FC Ingolstadt 04,FCI,5,0,1,4,2:10,-8,1
16,Hamburger SV,HSV,5,0,1,4,2:10,-8,1
18,FC Schalke 04,S04,5,0,0,5,2:10,-8,0
