#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,4,4,0,0,12:1,11,12
2,Borussia Dortmund,BVB,4,4,0,0,10:2,8,12
3,Bayern München,FCB,4,3,1,0,12:5,7,10
4,Werder Bremen,SVW,4,3,1,0,12:6,6,10
5,SC Freiburg,SCF,4,3,1,0,9:4,5,10
6,VfL Wolfsburg,WOB,4,3,0,1,11:6,5,9
7,VfL Bochum,BOC,4,2,2,0,8:3,5,8
8,VfB Stuttgart,VFB,4,2,2,0,3:0,3,8
9,TSV 1860 München,M60,4,2,1,1,4:5,-1,7
10,FC Schalke 04,S04,4,1,3,0,5:4,1,6
11,Hamburger SV,HSV,4,2,0,2,4:7,-3,6
12,Hannover 96,H96,4,1,2,1,9:8,1,5
13,1. FC Kaiserslautern,FCK,4,1,1,2,3:4,-1,4
14,Bor. Mönchengladbach,BMG,4,1,1,2,3:5,-2,4
15,FC Hansa Rostock,ROS,4,1,0,3,4:6,-2,3
16,1. FC Köln,KOE,4,1,0,3,5:9,-4,3
17,Hertha BSC,BSC,4,0,2,2,3:7,-4,2
18,Eintracht Frankfurt,SGE,4,0,1,3,2:6,-4,1
