#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,3,1,41:19,22,39
2,Werder Bremen,SVW,16,11,4,1,40:15,25,37
3,Borussia Dortmund,BVB,16,11,3,2,36:15,21,36
4,VfL Bochum,BOC,16,10,5,1,27:5,22,35
5,Bayer Leverkusen,B04,16,11,1,4,41:18,23,34
6,VfL Wolfsburg,WOB,16,11,0,5,37:24,13,33
7,Hamburger SV,HSV,16,10,3,3,31:21,10,33
8,SC Freiburg,SCF,16,10,2,4,32:25,7,32
9,VfB Stuttgart,VFB,16,8,7,1,26:12,14,31
10,FC Hansa Rostock,ROS,16,9,1,6,31:17,14,28
11,1. FC Kaiserslautern,FCK,16,8,4,4,24:18,6,28
12,FC Schalke 04,S04,16,6,7,3,24:15,9,25
13,Bor. Mönchengladbach,BMG,16,6,6,4,18:15,3,24
14,Hannover 96,H96,16,5,6,5,27:26,1,21
15,Hertha BSC,BSC,16,5,6,5,23:23,0,21
16,Eintracht Frankfurt,SGE,16,5,4,7,22:22,0,19
17,TSV 1860 München,M60,16,5,3,8,15:24,-9,18
18,1. FC Köln,KOE,16,5,2,9,18:23,-5,17
