#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,3,3,0,0,9:1,8,9
2,Borussia Dortmund,BVB,3,3,0,0,9:2,7,9
3,VfL Wolfsburg,WOB,3,3,0,0,11:5,6,9
4,Bayern München,FCB,3,2,1,0,8:4,4,7
4,SC Freiburg,SCF,3,2,1,0,8:4,4,7
6,Werder Bremen,SVW,3,2,1,0,7:3,4,7
7,VfB Stuttgart,VFB,3,2,1,0,3:0,3,7
8,TSV 1860 München,M60,3,2,1,0,4:2,2,7
9,Hannover 96,H96,3,1,2,0,8:6,2,5
10,FC Schalke 04,S04,3,1,2,0,4:3,1,5
10,VfL Bochum,BOC,3,1,2,0,4:3,1,5
12,1. FC Köln,KOE,3,1,0,2,4:5,-1,3
13,FC Hansa Rostock,ROS,3,1,0,2,3:4,-1,3
14,Bor. Mönchengladbach,BMG,3,1,0,2,1:3,-2,3
15,Hamburger SV,HSV,3,1,0,2,2:6,-4,3
16,1. FC Kaiserslautern,FCK,3,0,1,2,2:4,-2,1
17,Eintracht Frankfurt,SGE,3,0,1,2,2:5,-3,1
18,Hertha BSC,BSC,3,0,1,2,2:6,-4,1
