#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,11,3,0,39:16,23,36
2,Werder Bremen,SVW,15,10,4,1,34:15,19,34
3,Borussia Dortmund,BVB,15,10,3,2,32:14,18,33
4,VfL Bochum,BOC,14,9,4,1,24:5,19,31
5,VfB Stuttgart,VFB,15,8,6,1,25:11,14,30
6,VfL Wolfsburg,WOB,15,10,0,5,36:24,12,30
7,SC Freiburg,SCF,15,9,2,4,28:24,4,29
8,Bayer Leverkusen,B04,14,9,1,4,36:18,18,28
9,Hamburger SV,HSV,14,8,3,3,25:18,7,27
10,1. FC Kaiserslautern,FCK,14,7,3,4,19:14,5,24
11,FC Hansa Rostock,ROS,14,7,1,6,25:16,9,22
12,FC Schalke 04,S04,15,5,7,3,21:15,6,22
13,Bor. Mönchengladbach,BMG,14,5,6,3,16:13,3,21
14,Hannover 96,H96,14,4,6,4,24:25,-1,18
15,1. FC Köln,KOE,15,5,2,8,17:21,-4,17
16,TSV 1860 München,M60,15,5,2,8,14:23,-9,17
17,Eintracht Frankfurt,SGE,15,4,4,7,19:22,-3,16
18,Hertha BSC,BSC,14,3,6,5,14:21,-7,15
