#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,9,7,1,1,27:12,15,22
2,Bayern München,FCB,9,7,1,1,18:6,12,22
3,Hamburger SV,HSV,9,6,2,1,17:5,12,20
4,FC Schalke 04,S04,9,4,5,0,11:6,5,17
5,Bor. Mönchengladbach,BMG,9,4,3,2,11:10,1,15
6,VfL Wolfsburg,WOB,9,4,3,2,13:13,0,15
7,Hertha BSC,BSC,9,4,2,3,12:12,0,14
8,Borussia Dortmund,BVB,9,2,5,2,14:13,1,11
9,VfB Stuttgart,VFB,9,2,5,2,10:10,0,11
10,Bayer Leverkusen,B04,9,3,2,4,16:17,-1,11
11,Hannover 96,H96,9,2,4,3,13:13,0,10
12,Arminia Bielefeld,DSC,9,2,3,4,9:13,-4,9
13,1. FC Köln,KOE,9,3,0,6,12:17,-5,9
14,1. FC Kaiserslautern,FCK,9,2,2,5,13:21,-8,8
15,1. FSV Mainz 05,M05,9,2,1,6,8:13,-5,7
16,Eintracht Frankfurt,SGE,9,2,1,6,4:12,-8,7
17,MSV Duisburg,MSV,9,1,3,5,11:17,-6,6
18,1. FC Nürnberg,FCN,9,1,3,5,9:18,-9,6
