#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,31,21,7,3,60:27,33,70
2,Hamburger SV,HSV,31,20,5,6,49:24,25,65
3,Werder Bremen,SVW,31,18,7,6,66:33,33,61
4,FC Schalke 04,S04,31,14,13,4,41:27,14,55
5,Bayer Leverkusen,B04,31,13,8,10,55:44,11,47
6,Hertha BSC,BSC,31,11,12,8,46:39,7,45
7,Borussia Dortmund,BVB,31,10,11,10,39:37,2,41
8,VfB Stuttgart,VFB,31,8,16,7,32:32,0,40
9,Bor. Mönchengladbach,BMG,31,9,11,11,36:43,-7,38
10,1. FC Nürnberg,FCN,31,10,7,14,41:47,-6,37
11,Arminia Bielefeld,DSC,31,10,7,14,29:38,-9,37
12,Hannover 96,H96,31,7,15,9,38:41,-3,36
13,Eintracht Frankfurt,SGE,31,9,7,15,39:46,-7,34
14,VfL Wolfsburg,WOB,31,7,12,12,31:49,-18,33
15,1. FSV Mainz 05,M05,31,7,10,14,42:47,-5,31
16,1. FC Kaiserslautern,FCK,31,8,6,17,42:66,-24,30
17,1. FC Köln,KOE,31,6,9,16,45:62,-17,27
18,MSV Duisburg,MSV,31,4,11,16,29:58,-29,23
