#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,32,22,7,3,63:28,35,73
2,Hamburger SV,HSV,32,21,5,6,50:24,26,68
3,Werder Bremen,SVW,32,19,7,6,71:36,35,64
4,FC Schalke 04,S04,32,15,13,4,44:28,16,58
5,Bayer Leverkusen,B04,32,14,8,10,60:45,15,50
6,Hertha BSC,BSC,32,11,12,9,47:44,3,45
7,Borussia Dortmund,BVB,32,11,11,10,41:38,3,44
8,VfB Stuttgart,VFB,32,8,16,8,33:35,-2,40
9,1. FC Nürnberg,FCN,32,11,7,14,46:49,-3,40
10,Bor. Mönchengladbach,BMG,32,9,11,12,38:48,-10,38
11,Arminia Bielefeld,DSC,32,10,7,15,30:41,-11,37
12,Hannover 96,H96,32,7,15,10,39:43,-4,36
13,Eintracht Frankfurt,SGE,32,9,8,15,41:48,-7,35
14,1. FSV Mainz 05,M05,32,8,10,14,45:47,-2,34
15,VfL Wolfsburg,WOB,32,7,12,13,31:52,-21,33
16,1. FC Kaiserslautern,FCK,32,8,7,17,44:68,-24,31
17,1. FC Köln,KOE,32,6,9,17,45:63,-18,27
18,MSV Duisburg,MSV,32,4,11,17,32:63,-31,23
