#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,11,1,1,29:9,20,34
2,Werder Bremen,SVW,13,9,2,2,38:17,21,29
3,Hamburger SV,HSV,13,8,4,1,21:6,15,28
4,FC Schalke 04,S04,13,5,7,1,16:9,7,22
5,Hertha BSC,BSC,13,6,3,4,21:18,3,21
6,Bor. Mönchengladbach,BMG,13,5,5,3,17:14,3,20
7,Borussia Dortmund,BVB,13,4,6,3,20:17,3,18
8,VfB Stuttgart,VFB,13,3,8,2,17:16,1,17
9,Bayer Leverkusen,B04,13,4,5,4,22:22,0,17
10,VfL Wolfsburg,WOB,13,4,5,4,15:21,-6,17
11,Arminia Bielefeld,DSC,13,4,3,6,17:21,-4,15
12,Eintracht Frankfurt,SGE,13,4,2,7,16:21,-5,14
13,Hannover 96,H96,13,2,7,4,18:21,-3,13
14,1. FSV Mainz 05,M05,13,3,3,7,17:21,-4,12
15,1. FC Köln,KOE,13,3,2,8,19:28,-9,11
16,1. FC Nürnberg,FCN,13,2,3,8,15:27,-12,9
17,MSV Duisburg,MSV,13,2,3,8,12:26,-14,9
18,1. FC Kaiserslautern,FCK,13,2,3,8,17:33,-16,9
