#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,9,1,1,24:7,17,28
2,Werder Bremen,SVW,11,8,2,1,31:13,18,26
3,Hamburger SV,HSV,11,7,3,1,19:6,13,24
4,FC Schalke 04,S04,11,4,6,1,11:7,4,18
5,Bor. Mönchengladbach,BMG,11,5,3,3,16:13,3,18
6,Hertha BSC,BSC,11,5,3,3,18:16,2,18
7,VfL Wolfsburg,WOB,11,4,4,3,13:14,-1,16
8,Borussia Dortmund,BVB,11,3,6,2,17:15,2,15
9,Arminia Bielefeld,DSC,11,4,3,4,16:16,0,15
10,VfB Stuttgart,VFB,11,2,7,2,14:14,0,13
11,Bayer Leverkusen,B04,11,3,4,4,19:20,-1,13
12,Hannover 96,H96,11,2,5,4,14:17,-3,11
13,1. FSV Mainz 05,M05,11,3,1,7,13:17,-4,10
14,Eintracht Frankfurt,SGE,11,3,1,7,11:19,-8,10
15,1. FC Köln,KOE,11,3,0,8,16:25,-9,9
16,MSV Duisburg,MSV,11,2,3,6,12:21,-9,9
17,1. FC Kaiserslautern,FCK,11,2,3,6,16:27,-11,9
18,1. FC Nürnberg,FCN,11,1,3,7,12:25,-13,6
