#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,24,18,4,2,48:19,29,58
2,Werder Bremen,SVW,24,15,5,4,55:26,29,50
3,Hamburger SV,HSV,24,15,5,4,37:18,19,50
4,FC Schalke 04,S04,24,13,9,2,35:18,17,48
5,VfB Stuttgart,VFB,24,7,13,4,27:22,5,34
6,Bor. Mönchengladbach,BMG,24,8,9,7,30:29,1,33
7,Bayer Leverkusen,B04,24,8,8,8,41:38,3,32
8,Hannover 96,H96,24,6,12,6,34:31,3,30
9,Borussia Dortmund,BVB,24,7,9,8,29:29,0,30
10,Hertha BSC,BSC,24,7,9,8,34:35,-1,30
11,Arminia Bielefeld,DSC,24,7,6,11,26:34,-8,27
12,Eintracht Frankfurt,SGE,24,7,5,12,31:39,-8,26
13,VfL Wolfsburg,WOB,24,6,8,10,26:41,-15,26
14,1. FC Nürnberg,FCN,24,6,6,12,27:38,-11,24
15,1. FC Kaiserslautern,FCK,24,6,6,12,34:51,-17,24
16,1. FSV Mainz 05,M05,24,5,6,13,33:39,-6,21
17,MSV Duisburg,MSV,24,4,8,12,23:43,-20,20
18,1. FC Köln,KOE,24,4,6,14,32:52,-20,18
