#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,8,4,2,2,13:11,2,14
2,Bayern München,FCB,7,4,1,2,11:6,5,13
3,Bor. Mönchengladbach,BMG,7,4,0,3,7:4,3,12
4,Borussia Dortmund,BVB,8,3,3,2,8:6,2,12
5,FC Schalke 04,S04,7,3,1,3,10:12,-2,10
6,Hertha BSC,BSC,8,2,4,2,12:15,-3,10
7,1. FSV Mainz 05,M05,7,1,5,1,10:11,-1,8
8,VfB Stuttgart,VFB,7,2,2,3,8:10,-2,8
9,Werder Bremen,SVW,8,2,2,4,10:17,-7,8
10,Hamburger SV,HSV,7,2,2,3,8:15,-7,8
11,1. FC Köln,KOE,7,2,1,4,13:22,-9,7
12,1. FC Kaiserslautern,FCK,8,1,3,4,5:9,-4,6
13,1899 Hoffenheim,TSG,8,2,0,6,8:13,-5,6
14,1. FC Nürnberg,FCN,8,2,0,6,4:16,-12,6
15,Hannover 96,H96,7,1,2,4,5:13,-8,5
16,FC Augsburg,FCA,8,1,2,5,6:16,-10,5
17,SC Freiburg,SCF,7,1,2,4,10:21,-11,5
18,VfL Wolfsburg,WOB,8,1,1,6,8:21,-13,4
