#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,15,9,4,2,29:10,19,31
2,Bayern München,FCB,15,7,3,5,22:14,8,24
3,Bor. Mönchengladbach,BMG,15,7,2,6,17:12,5,23
4,Bayer Leverkusen,B04,15,5,5,5,19:19,0,20
5,FC Schalke 04,S04,15,6,2,7,23:27,-4,20
6,VfB Stuttgart,VFB,15,5,4,6,26:26,0,19
7,1899 Hoffenheim,TSG,15,6,1,8,19:27,-8,19
8,Hamburger SV,HSV,15,5,4,6,15:26,-11,19
9,Hertha BSC,BSC,15,3,6,6,16:28,-12,15
10,SC Freiburg,SCF,15,4,3,8,21:37,-16,15
11,1. FC Nürnberg,FCN,15,4,2,9,11:22,-11,14
12,Werder Bremen,SVW,15,3,5,7,16:28,-12,14
13,1. FSV Mainz 05,M05,15,2,7,6,20:25,-5,13
14,Hannover 96,H96,15,2,5,8,10:26,-16,11
15,VfL Wolfsburg,WOB,15,3,2,10,16:35,-19,11
16,1. FC Köln,KOE,15,3,2,10,18:39,-21,11
17,1. FC Kaiserslautern,FCK,15,1,6,8,9:23,-14,9
18,FC Augsburg,FCA,15,1,6,8,14:29,-15,9
