#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,2,2,43:17,26,38
2,RB Leipzig,RBL,16,10,4,2,41:15,26,34
3,Bayer Leverkusen,B04,16,10,2,4,29:20,9,32
4,Borussia Dortmund,BVB,16,9,3,4,36:24,12,30
5,1899 Hoffenheim,TSG,16,7,6,3,23:16,7,27
6,VfL Wolfsburg,WOB,16,8,3,5,25:22,3,27
7,Bor. Mönchengladbach,BMG,16,7,3,6,23:18,5,24
8,Werder Bremen,SVW,16,6,4,6,26:30,-4,22
9,Hertha BSC,BSC,16,5,5,6,24:25,-1,20
10,1. FSV Mainz 05,M05,16,6,2,8,26:35,-9,20
11,SC Freiburg,SCF,16,4,7,5,24:27,-3,19
12,FC Schalke 04,S04,16,4,5,7,18:27,-9,17
13,Eintracht Frankfurt,SGE,16,5,1,10,22:32,-10,16
14,FC Augsburg,FCA,16,4,3,9,16:33,-17,15
15,1. FC Köln,KOE,16,4,2,10,22:36,-14,14
16,1. FC Union Berlin,FCU,16,4,2,10,17:34,-17,14
17,SC Paderborn 07,SCP,16,2,6,8,14:25,-11,12
18,Fortuna Düsseldorf,F95,16,2,6,8,18:36,-18,12
