#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,10,6,2,2,25:13,12,20
2,Bayer Leverkusen,B04,9,6,0,3,15:12,3,18
3,Bayern München,FCB,9,5,2,2,22:13,9,17
4,1899 Hoffenheim,TSG,9,5,2,2,14:9,5,17
5,Borussia Dortmund,BVB,10,4,3,3,20:18,2,15
6,SC Freiburg,SCF,10,4,3,3,17:15,2,15
7,FC Schalke 04,S04,9,4,2,3,15:15,0,14
8,Bor. Mönchengladbach,BMG,9,4,1,4,10:9,1,13
9,Hertha BSC,BSC,10,3,3,4,13:16,-3,12
10,Werder Bremen,SVW,10,3,3,4,16:22,-6,12
11,VfL Wolfsburg,WOB,9,3,2,4,9:11,-2,11
12,FC Augsburg,FCA,10,2,3,5,12:22,-10,9
13,1. FSV Mainz 05,M05,10,3,0,7,16:27,-11,9
14,SC Paderborn 07,SCP,9,2,2,5,10:17,-7,8
15,1. FC Köln,KOE,10,2,1,7,11:26,-15,7
16,Eintracht Frankfurt,SGE,9,2,0,7,10:16,-6,6
17,1. FC Union Berlin,FCU,9,1,2,6,9:16,-7,5
18,Fortuna Düsseldorf,F95,10,1,2,7,10:25,-15,5
