#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,8,6,1,1,22:8,14,19
2,FC Schalke 04,S04,7,4,1,2,14:9,5,13
3,Bor. Mönchengladbach,BMG,7,4,0,3,10:7,3,12
4,Borussia Dortmund,BVB,8,3,3,2,14:13,1,12
5,Bayer Leverkusen,B04,7,4,0,3,10:11,-1,12
6,Bayern München,FCB,7,3,2,2,15:12,3,11
7,VfL Wolfsburg,WOB,7,3,2,2,8:6,2,11
8,SC Freiburg,SCF,8,3,2,3,13:12,1,11
9,1899 Hoffenheim,TSG,7,3,2,2,9:9,0,11
10,Werder Bremen,SVW,8,2,3,3,15:21,-6,9
11,FC Augsburg,FCA,8,2,3,3,11:17,-6,9
12,Hertha BSC,BSC,8,1,3,4,10:15,-5,6
13,1. FSV Mainz 05,M05,8,2,0,6,10:24,-14,6
14,1. FC Union Berlin,FCU,7,1,2,4,7:11,-4,5
15,SC Paderborn 07,SCP,7,1,2,4,8:15,-7,5
16,Fortuna Düsseldorf,F95,8,1,2,5,10:19,-9,5
17,1. FC Köln,KOE,8,1,1,6,6:19,-13,4
18,Eintracht Frankfurt,SGE,7,1,0,6,7:13,-6,3
