#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,5,4,0,1,9:3,6,12
2,RB Leipzig,RBL,5,3,1,1,12:4,8,10
3,FC Schalke 04,S04,5,3,1,1,11:6,5,10
4,SC Freiburg,SCF,5,3,1,1,10:6,4,10
5,1899 Hoffenheim,TSG,5,2,2,1,6:5,1,8
5,VfL Wolfsburg,WOB,5,2,2,1,6:5,1,8
7,Bayern München,FCB,5,2,2,1,10:10,0,8
8,Werder Bremen,SVW,5,1,3,1,10:10,0,6
9,Borussia Dortmund,BVB,5,1,3,1,8:8,0,6
10,Bayer Leverkusen,B04,4,2,0,2,6:8,-2,6
11,Hertha BSC,BSC,6,1,2,3,8:9,-1,5
12,1. FC Köln,KOE,6,1,1,4,5:13,-8,4
13,Eintracht Frankfurt,SGE,4,1,0,3,6:9,-3,3
14,Fortuna Düsseldorf,F95,5,1,0,4,6:10,-4,3
15,1. FSV Mainz 05,M05,6,1,0,5,4:21,-17,3
16,FC Augsburg,FCA,5,0,2,3,5:14,-9,2
17,1. FC Union Berlin,FCU,4,0,1,3,2:6,-4,1
18,SC Paderborn 07,SCP,5,0,1,4,4:12,-8,1
