#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,13,2,2,47:17,30,41
2,RB Leipzig,RBL,17,11,4,2,43:16,27,37
3,Borussia Dortmund,BVB,17,10,3,4,38:24,14,33
4,Bayer Leverkusen,B04,17,10,2,5,29:22,7,32
5,1899 Hoffenheim,TSG,17,8,6,3,27:16,11,30
6,VfL Wolfsburg,WOB,17,9,3,5,29:23,6,30
7,Bor. Mönchengladbach,BMG,17,8,3,6,26:19,7,27
8,Werder Bremen,SVW,17,6,4,7,27:33,-6,22
9,Hertha BSC,BSC,17,5,5,7,25:27,-2,20
10,1. FSV Mainz 05,M05,17,6,2,9,26:36,-10,20
11,SC Freiburg,SCF,17,4,7,6,25:30,-5,19
12,Eintracht Frankfurt,SGE,17,5,2,10,23:33,-10,17
13,FC Schalke 04,S04,17,4,5,8,18:31,-13,17
14,FC Augsburg,FCA,17,4,4,9,17:34,-17,16
15,1. FC Köln,KOE,17,4,2,11,23:42,-19,14
16,1. FC Union Berlin,FCU,17,4,2,11,17:38,-21,14
17,SC Paderborn 07,SCP,17,2,6,9,16:28,-12,12
18,Fortuna Düsseldorf,F95,17,2,6,9,18:39,-21,12
