#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,4,3,1,0,11:2,9,10
2,Bor. Mönchengladbach,BMG,4,3,0,1,7:2,5,9
3,SC Freiburg,SCF,4,3,0,1,8:4,4,9
4,Bayern München,FCB,4,2,2,0,9:5,4,8
5,VfL Wolfsburg,WOB,4,2,2,0,6:2,4,8
6,FC Schalke 04,S04,4,2,1,1,8:4,4,7
7,Bayer Leverkusen,B04,4,2,0,2,6:8,-2,6
8,Borussia Dortmund,BVB,4,1,2,1,8:8,0,5
8,Hertha BSC,BSC,5,1,2,2,8:8,0,5
8,Werder Bremen,SVW,4,1,2,1,8:8,0,5
11,1899 Hoffenheim,TSG,4,1,2,1,3:3,0,5
12,1. FC Köln,KOE,4,1,1,2,4:8,-4,4
13,Eintracht Frankfurt,SGE,3,1,0,2,4:5,-1,3
14,Fortuna Düsseldorf,F95,4,1,0,3,6:8,-2,3
15,1. FSV Mainz 05,M05,5,1,0,4,4:13,-9,3
16,1. FC Union Berlin,FCU,3,0,1,2,1:4,-3,1
17,SC Paderborn 07,SCP,4,0,1,3,4:9,-5,1
18,FC Augsburg,FCA,4,0,1,3,5:14,-9,1
