#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,3,3,0,0,10:1,9,9
2,SC Freiburg,SCF,2,2,0,0,6:1,5,6
3,Bor. Mönchengladbach,BMG,2,2,0,0,4:1,3,6
4,FC Schalke 04,S04,2,1,1,0,5:1,4,4
5,Bayern München,FCB,2,1,1,0,4:1,3,4
5,VfL Wolfsburg,WOB,2,1,1,0,4:1,3,4
7,Borussia Dortmund,BVB,3,1,1,1,6:6,0,4
8,Fortuna Düsseldorf,F95,3,1,0,2,5:5,0,3
9,Werder Bremen,SVW,2,1,0,1,4:4,0,3
10,Bayer Leverkusen,B04,2,1,0,1,3:5,-2,3
11,1. FC Köln,KOE,3,1,0,2,3:7,-4,3
12,1899 Hoffenheim,TSG,3,0,2,1,1:2,-1,2
13,SC Paderborn 07,SCP,3,0,1,2,4:6,-2,1
14,1. FC Union Berlin,FCU,2,0,1,1,1:3,-2,1
15,Hertha BSC,BSC,3,0,1,2,3:7,-4,1
16,FC Augsburg,FCA,3,0,1,2,4:9,-5,1
17,Eintracht Frankfurt,SGE,2,0,0,2,2:4,-2,0
18,1. FSV Mainz 05,M05,3,0,0,3,2:11,-9,0
