#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,9,6,2,1,25:11,14,20
2,Bayer Leverkusen,B04,8,5,0,3,11:11,0,15
3,Bayern München,FCB,8,4,2,2,18:13,5,14
4,FC Schalke 04,S04,8,4,2,2,15:10,5,14
5,1899 Hoffenheim,TSG,8,4,2,2,11:9,2,14
6,Bor. Mönchengladbach,BMG,8,4,1,3,10:7,3,13
7,SC Freiburg,SCF,9,3,3,3,15:14,1,12
8,Borussia Dortmund,BVB,9,3,3,3,15:15,0,12
9,VfL Wolfsburg,WOB,8,3,2,3,8:8,0,11
10,Hertha BSC,BSC,9,2,3,4,11:15,-4,9
11,Werder Bremen,SVW,9,2,3,4,15:22,-7,9
12,FC Augsburg,FCA,9,2,3,4,12:20,-8,9
13,1. FSV Mainz 05,M05,9,3,0,6,15:24,-9,9
14,1. FC Köln,KOE,9,2,1,6,10:21,-11,7
15,1. FC Union Berlin,FCU,8,1,2,5,8:13,-5,5
16,SC Paderborn 07,SCP,8,1,2,5,8:17,-9,5
17,Fortuna Düsseldorf,F95,9,1,2,6,10:22,-12,5
18,Eintracht Frankfurt,SGE,8,1,0,7,8:15,-7,3
