#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,6,4,1,1,16:6,10,13
2,Bor. Mönchengladbach,BMG,5,4,0,1,9:3,6,12
3,1899 Hoffenheim,TSG,6,3,2,1,8:6,2,11
4,FC Schalke 04,S04,5,3,1,1,11:6,5,10
5,SC Freiburg,SCF,5,3,1,1,10:6,4,10
6,Bayer Leverkusen,B04,5,3,0,2,8:8,0,9
7,VfL Wolfsburg,WOB,5,2,2,1,6:5,1,8
8,Bayern München,FCB,5,2,2,1,10:10,0,8
9,Werder Bremen,SVW,6,1,3,2,11:13,-2,6
10,Borussia Dortmund,BVB,6,1,3,2,8:12,-4,6
11,Hertha BSC,BSC,6,1,2,3,8:9,-1,5
12,FC Augsburg,FCA,6,1,2,3,6:14,-8,5
13,1. FC Union Berlin,FCU,5,1,1,3,5:8,-3,4
14,Fortuna Düsseldorf,F95,6,1,1,4,9:13,-4,4
15,1. FC Köln,KOE,6,1,1,4,5:13,-8,4
16,Eintracht Frankfurt,SGE,5,1,0,4,6:10,-4,3
17,1. FSV Mainz 05,M05,6,1,0,5,4:21,-17,3
18,SC Paderborn 07,SCP,5,0,1,4,4:12,-8,1
