#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,11,2,0,40:9,31,35
2,RB Leipzig,RBL,14,8,4,2,27:16,11,28
3,VfB Stuttgart,VFB,13,8,2,3,12:7,5,26
4,Borussia Dortmund,BVB,14,7,4,3,32:19,13,25
5,1899 Hoffenheim,TSG,13,7,4,2,24:14,10,25
6,FC Schalke 04,S04,13,7,4,2,21:14,7,25
7,Eintracht Frankfurt,SGE,14,7,3,4,22:15,7,24
8,Bayer Leverkusen,B04,13,6,4,3,22:15,7,22
9,Bor. Mönchengladbach,BMG,14,6,4,4,20:18,2,22
10,Hannover 96,H96,13,6,3,4,21:17,4,21
11,SC Freiburg,SCF,14,5,6,3,12:13,-1,21
12,FC Augsburg,FCA,14,5,4,5,20:18,2,19
13,Werder Bremen,SVW,13,5,4,4,16:14,2,19
14,Hertha BSC,BSC,13,4,5,4,17:18,-1,17
15,1. FSV Mainz 05,M05,13,5,2,6,16:19,-3,17
16,VfL Wolfsburg,WOB,14,2,7,5,18:21,-3,13
17,Hamburger SV,HSV,14,3,4,7,11:16,-5,13
18,1. FC Köln,KOE,14,3,3,8,16:24,-8,12
