#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,14,2,0,55:11,44,44
2,1899 Hoffenheim,TSG,16,10,4,2,35:15,20,34
3,VfB Stuttgart,VFB,17,10,4,3,18:9,9,34
4,FC Schalke 04,S04,16,9,5,2,26:15,11,32
5,Borussia Dortmund,BVB,17,9,4,4,40:21,19,31
6,RB Leipzig,RBL,17,9,4,4,34:26,8,31
7,Bor. Mönchengladbach,BMG,17,9,4,4,28:20,8,31
8,Eintracht Frankfurt,SGE,17,8,4,5,26:19,7,28
9,Hannover 96,H96,17,8,3,6,28:25,3,27
10,Bayer Leverkusen,B04,16,7,5,4,26:17,9,26
11,Werder Bremen,SVW,17,6,7,4,20:17,3,25
12,1. FSV Mainz 05,M05,16,7,3,6,21:19,2,24
13,SC Freiburg,SCF,16,6,6,4,15:17,-2,24
14,FC Augsburg,FCA,17,6,4,7,24:24,0,22
15,Hertha BSC,BSC,16,5,7,4,21:21,0,22
16,Hamburger SV,HSV,16,5,4,7,15:18,-3,19
17,VfL Wolfsburg,WOB,16,2,8,6,19:24,-5,14
18,1. FC Köln,KOE,17,3,5,9,20:30,-10,14
