#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,6,1,0,22:4,18,19
2,RB Leipzig,RBL,7,5,2,0,15:7,8,17
3,VfB Stuttgart,VFB,7,5,1,1,9:4,5,16
4,1899 Hoffenheim,TSG,8,4,3,1,14:7,7,15
5,FC Schalke 04,S04,8,4,3,1,13:8,5,15
6,Hannover 96,H96,7,4,2,1,11:5,6,14
7,Bor. Mönchengladbach,BMG,8,4,2,2,10:10,0,14
8,Bayer Leverkusen,B04,7,3,4,0,16:8,8,13
9,1. FSV Mainz 05,M05,8,4,1,3,12:11,1,13
10,FC Augsburg,FCA,8,3,3,2,12:9,3,12
11,VfL Wolfsburg,WOB,8,2,5,1,13:11,2,11
12,SC Freiburg,SCF,8,2,5,1,7:6,1,11
13,Hamburger SV,HSV,8,3,2,3,7:7,0,11
14,Hertha BSC,BSC,8,3,2,3,12:13,-1,11
15,Borussia Dortmund,BVB,7,3,1,3,21:13,8,10
16,Eintracht Frankfurt,SGE,7,2,1,4,7:9,-2,7
17,Werder Bremen,SVW,7,2,1,4,6:9,-3,7
18,1. FC Köln,KOE,7,0,1,6,5:15,-10,1
