#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,12,2,0,46:9,37,38
2,Borussia Dortmund,BVB,15,8,4,3,35:19,16,28
3,1899 Hoffenheim,TSG,14,8,4,2,30:14,16,28
4,FC Schalke 04,S04,14,8,4,2,23:14,9,28
5,RB Leipzig,RBL,15,8,4,3,28:20,8,28
6,VfB Stuttgart,VFB,14,8,3,3,13:8,5,27
7,Eintracht Frankfurt,SGE,15,7,4,4,23:16,7,25
8,Bor. Mönchengladbach,BMG,15,7,4,4,22:19,3,25
9,Hannover 96,H96,15,7,3,5,25:21,4,24
10,Bayer Leverkusen,B04,14,6,5,3,22:15,7,23
11,Werder Bremen,SVW,14,6,4,4,18:15,3,22
12,SC Freiburg,SCF,15,5,6,4,12:15,-3,21
13,FC Augsburg,FCA,15,5,4,6,21:22,-1,19
14,Hertha BSC,BSC,14,4,6,4,17:18,-1,18
15,1. FSV Mainz 05,M05,14,5,3,6,16:19,-3,18
16,Hamburger SV,HSV,15,4,4,7,14:18,-4,16
17,VfL Wolfsburg,WOB,14,2,7,5,18:21,-3,13
18,1. FC Köln,KOE,15,3,4,8,17:25,-8,13
