#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,2,2,0,0,5:1,4,6
2,1899 Hoffenheim,TSG,2,2,0,0,3:0,3,6
3,FC Augsburg,FCA,2,1,1,0,5:2,3,4
4,Hertha BSC,BSC,2,1,1,0,3:1,2,4
5,RB Leipzig,RBL,1,1,0,0,4:1,3,3
6,Bayern München,FCB,1,1,0,0,3:1,2,3
7,Borussia Dortmund,BVB,1,1,0,0,2:0,2,3
8,1. FSV Mainz 05,M05,2,1,0,1,3:2,1,3
9,Hannover 96,H96,1,1,0,0,1:0,1,3
9,VfB Stuttgart,VFB,1,1,0,0,1:0,1,3
11,Bor. Mönchengladbach,BMG,2,1,0,1,1:1,0,3
12,Hamburger SV,HSV,2,1,0,1,1:2,-1,3
13,SC Freiburg,SCF,2,0,2,0,0:0,0,2
14,Bayer Leverkusen,B04,1,0,1,0,2:2,0,1
15,VfL Wolfsburg,WOB,2,0,1,1,1:4,-3,1
16,Eintracht Frankfurt,SGE,1,0,0,1,0:1,-1,0
17,1. FC Köln,KOE,1,0,0,1,1:3,-2,0
18,Werder Bremen,SVW,1,0,0,1,0:2,-2,0
