#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,4,3,1,0,10:3,7,10
2,Borussia Dortmund,BVB,4,3,0,1,13:5,8,9
3,SC Freiburg,SCF,4,3,0,1,10:3,7,9
4,Bayern München,FCB,4,2,2,0,12:4,8,8
5,VfL Wolfsburg,WOB,4,2,2,0,7:3,4,8
6,FC Schalke 04,S04,4,2,1,1,8:4,4,7
7,Bor. Mönchengladbach,BMG,4,2,1,1,5:4,1,7
8,Bayer Leverkusen,B04,4,2,1,1,6:7,-1,7
9,Eintracht Frankfurt,SGE,4,2,0,2,5:5,0,6
10,Werder Bremen,SVW,4,2,0,2,8:9,-1,6
11,Fortuna Düsseldorf,F95,4,1,1,2,6:7,-1,4
12,1. FC Union Berlin,FCU,4,1,1,2,5:8,-3,4
13,1899 Hoffenheim,TSG,4,1,1,2,3:6,-3,4
14,FC Augsburg,FCA,4,1,1,2,6:10,-4,4
15,1. FC Köln,KOE,4,1,0,3,4:7,-3,3
16,1. FSV Mainz 05,M05,4,1,0,3,4:13,-9,3
17,SC Paderborn 07,SCP,4,0,1,3,5:12,-7,1
18,Hertha BSC,BSC,4,0,1,3,3:10,-7,1
