#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,21,13,4,4,58:23,35,43
2,RB Leipzig,RBL,21,12,6,3,53:25,28,42
3,Bor. Mönchengladbach,BMG,21,13,3,5,40:24,16,42
4,Borussia Dortmund,BVB,21,11,6,4,59:32,27,39
5,Bayer Leverkusen,B04,21,11,4,6,35:27,8,37
6,FC Schalke 04,S04,21,9,8,4,32:27,5,35
7,1899 Hoffenheim,TSG,21,10,3,8,31:32,-1,33
8,SC Freiburg,SCF,21,9,5,7,30:30,0,32
9,Eintracht Frankfurt,SGE,21,8,4,9,37:31,6,28
10,VfL Wolfsburg,WOB,21,7,7,7,25:26,-1,28
11,1. FC Union Berlin,FCU,21,8,2,11,25:32,-7,26
12,FC Augsburg,FCA,21,7,5,9,33:44,-11,26
13,1. FC Köln,KOE,21,7,2,12,28:40,-12,23
14,Hertha BSC,BSC,21,6,5,10,25:37,-12,23
15,1. FSV Mainz 05,M05,21,7,0,14,31:48,-17,21
16,Fortuna Düsseldorf,F95,21,4,5,12,20:42,-22,17
17,Werder Bremen,SVW,21,4,5,12,25:48,-23,17
18,SC Paderborn 07,SCP,21,4,4,13,26:45,-19,16
